"global_id";"ID";"Name";"OnTerritoryOfMoscow";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"FullFeaturedBPAAmount";"LittleFunctionalBPAAmount";"BPAAmount";"RepairOfEscalators";"ObjectStatus";
"1773762";"416";"Курская, вход-выход 3 в вестибюль";"да";"Центральный административный округ";"Басманный район";"37.660253";"55.758450";"наземный отдельностоящий";"Курская";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:28:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:40:00, по 2 пути в 01:35:00";"6";"";"6";"nested data";"действует";
"1773763";"415";"Курская, вход-выход 2 в вестибюль с Курского вокзала";"да";"Центральный административный округ";"Басманный район";"37.660403";"55.758199";"наземный отдельностоящий";"Курская";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:28:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:40:00, по 2 пути в 01:35:00";"1";"4";"5";"nested data";"действует";
"1773764";"418";"Курская, вход-выход 4 в вестибюль";"да";"Центральный административный округ";"Басманный район";"37.6618065";"55.7600121";"наземный отдельностоящий";"Курская";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:28:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:40:00, по 2 пути в 01:35:00";"4";"5";"9";"nested data";"действует";
"1773765";"843";"Кутузовская, вход-выход 2 в южный вестибюль";"да";"Западный административный округ";"район Дорогомилово";"37.534991";"55.739483";"наземный отдельностоящий";"Кутузовская";"Филёвская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:15:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:15:00";"";"2";"2";"nested data";"действует";
"1773766";"844";"Кутузовская, вход-выход 1 в северный вестибюль";"да";"Западный административный округ";"район Дорогомилово";"37.534309";"55.740612";"наземный отдельностоящий";"Кутузовская";"Филёвская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:15:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:15:00";"";"2";"2";"nested data";"действует";
"1773767";"308";"Ленинский проспект, вход-выход 1 в южный вестибюль";"да";"Юго-Западный административный округ";"Гагаринский район";"37.585043";"55.706913";"наземный отдельностоящий";"Ленинский проспект";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 06:00:00; последний поезд по 1 пути в 01:24:00, по 2 пути в 01:37:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 06:00:00; последний поезд по 1 пути в 01:24:00, по 2 пути в 01:37:00";"2";"3";"5";"nested data";"действует";
"1773768";"439";"Марьино, вход-выход 5 в северный вестибюль";"да";"Юго-Восточный административный округ";"район Марьино";"37.743045";"55.651236";"подземный";"Марьино";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:07:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 02:01:00, по 2 пути в 01:10:00";"4";"";"4";"nested data";"действует";
"1773769";"442";"Марьино, вход-выход 6 в северный вестибюль";"да";"Юго-Восточный административный округ";"район Марьино";"37.7431633";"55.6509113";"подземный";"Марьино";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:07:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 02:01:00, по 2 пути в 01:10:00";"4";"";"4";"nested data";"действует";
"1773770";"131";"Маяковская, вход-выход 1 в северный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.594548";"55.771143";"подземный";"Маяковская";"Замоскворецкая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:25:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:25:00";"1";"1";"2";"nested data";"действует";
"1773771";"134";"Маяковская, вход-выход 4 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.596533";"55.76926";"подземный";"Маяковская";"Замоскворецкая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:25:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:25:00";"3";"";"3";"nested data";"действует";
"1773772";"553";"Нагорная, вход-выход 2 в вестибюль";"да";"Южный административный округ";"Нагорный район";"37.6110945";"55.6728519";"подземный";"Нагорная";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:00, по 2 пути в 06:03:00; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:43:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:00, по 2 пути в 06:03:00; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:43:00";"1";"3";"4";"nested data";"действует";
"1773773";"549";"Нахимовский проспект, вход-выход 3 в северный вестибюль";"да";"Юго-Западный административный округ";"район Зюзино";"37.6062028";"55.663502";"подземный";"Нахимовский проспект";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:00";"1";"2";"3";"nested data";"действует";
"1773774";"551";"Нахимовский проспект, вход-выход 5 в северный вестибюль";"да";"Юго-Западный административный округ";"район Зюзино";"37.6069995";"55.6635432";"подземный";"Нахимовский проспект";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:00";"1";"2";"3";"nested data";"действует";
"1773775";"547";"Нахимовский проспект, вход-выход 2 в южный вестибюль";"да";"Юго-Западный административный округ";"район Зюзино";"37.6041081";"55.661613";"подземный";"Нахимовский проспект";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:00";"1";"1";"2";"nested data";"действует";
"1773776";"548";"Нахимовский проспект, вход-выход 1 в южный вестибюль";"да";"Юго-Западный административный округ";"район Зюзино";"37.6047437";"55.6617517";"подземный";"Нахимовский проспект";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:00";"1";"1";"2";"nested data";"действует";
"1773777";"550";"Нахимовский проспект, вход-выход 4 в северный вестибюль";"да";"Юго-Западный административный округ";"район Зюзино";"37.6061591";"55.6637839";"подземный";"Нахимовский проспект";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:00";"1";"2";"3";"nested data";"действует";
"1773778";"226";"Новогиреево, вход-выход 7 в западный вестибюль";"да";"Восточный административный округ";"район Новогиреево";"37.8145804";"55.7522622";"подземный";"Новогиреево";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"4";"3";"7";"nested data";"действует";
"1773779";"228";"Новогиреево, вход-выход 5 в западный вестибюль";"да";"Восточный административный округ";"район Новогиреево";"37.81491";"55.751722";"подземный";"Новогиреево";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"4";"3";"7";"nested data";"действует";
"1773780";"232";"Новогиреево, вход-выход 3 в восточный вестибюль";"да";"Восточный административный округ";"район Новогиреево";"37.8185824";"55.7512382";"подземный";"Новогиреево";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"5";"3";"8";"nested data";"действует";
"1773781";"229";"Новогиреево, вход-выход 1 в восточный вестибюль";"да";"Восточный административный округ";"район Новогиреево";"37.8184026";"55.7516932";"подземный";"Новогиреево";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:07:00, по 2 пути в 01:20:00";"3";"5";"8";"nested data";"действует";
"1773782";"236";"Новокосино, вход-выход 1 в восточный вестибюль";"нет";"";"";"37.8655979";"55.7461213";"наземный отдельностоящий";"Новокосино";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"5";"3";"8";"nested data";"действует";
"1773783";"237";"Новокосино, вход-выход 2 в восточный вестибюль";"да";"Восточный административный округ";"район Новокосино";"37.8658385";"55.744476";"подземный";"Новокосино";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"5";"3";"8";"nested data";"действует";
"1773784";"235";"Новокосино, вход-выход 4 в западный вестибюль";"да";"Восточный административный округ";"район Новокосино";"37.862832";"55.743829";"подземный";"Новокосино";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"4";"3";"7";"nested data";"действует";
"1773785";"234";"Новокосино, вход-выход 3 в западный вестибюль";"да";"Восточный административный округ";"район Новокосино";"37.8623576";"55.7441695";"подземный";"Новокосино";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"4";"3";"7";"nested data";"действует";
"1773786";"233";"Новокосино, вход-выход 5 в западный вестибюль";"нет";"";"";"37.861671";"55.745471";"наземный отдельностоящий";"Новокосино";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"4";"3";"7";"nested data";"действует";
"1773789";"5";"Пятницкое шоссе, вход-выход 3 в южный вестибюль";"да";"Северо-Западный административный округ";"район Митино";"37.354253";"55.8546831";"подземный";"Пятницкое шоссе";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:52:00; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00";"1";"1";"2";"nested data";"действует";
"1773790";"6";"Пятницкое шоссе, вход-выход 2 в южный вестибюль";"да";"Северо-Западный административный округ";"район Митино";"37.354014";"55.855143";"подземный";"Пятницкое шоссе";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:52:00; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00";"1";"1";"2";"nested data";"действует";
"1773791";"4";"Пятницкое шоссе, вход-выход 5 в южный вестибюль";"да";"Северо-Западный административный округ";"район Митино";"37.353016";"55.855288";"подземный";"Пятницкое шоссе";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:52:00; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00";"1";"1";"2";"nested data";"действует";
"1773794";"491";"Телецентр, вход-выход в вестибюль";"да";"Северо-Восточный административный округ";"Останкинский район";"37.609212";"55.8217898";"наземный отдельностоящий";"Телецентр";"Московская монорельсовая транспортная система";"не является объектом культурного наследия";"открытие в 08:00:00; закрытие в 20:00:00; первый поезд по 1 пути в 08:10:00, по 2 пути в 08:08:00; последний поезд по 1 пути в 20:15:00, по 2 пути в 20:13:00";"открытие в 08:00:00; закрытие в 20:00:00; первый поезд по 1 пути в 08:10:00, по 2 пути в 08:08:00; последний поезд по 1 пути в 20:15:00, по 2 пути в 20:13:00";"";"2";"2";"nested data";"действует";
"1773795";"256";"Тёплый стан, вход-выход 8 в северный вестибюль";"да";"Юго-Западный административный округ";"район Тёплый Стан";"37.505166";"55.619857";"подземный";"Тёплый стан";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 01:54:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 01:54:00";"2";"3";"5";"nested data";"действует";
"1773796";"253";"Тёплый стан, вход-выход 7 в северный вестибюль";"да";"Юго-Западный административный округ";"район Ясенево";"37.5063141";"55.6198202";"подземный";"Тёплый стан";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 01:54:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 01:54:00";"2";"3";"5";"nested data";"действует";
"1773797";"370";"Медведково, вход-выход 2 в южный вестибюль";"да";"Северо-Восточный административный округ";"район Северное Медведково";"37.661274";"55.886025";"наземный отдельностоящий";"Медведково";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:50:00; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; последний поезд по 2 пути в 01:03:00";"5";"";"5";"nested data";"действует";
"1773798";"14";"Митино, вход-выход 8 в южный вестибюль";"да";"Северо-Западный административный округ";"район Митино";"37.363824";"55.845533";"подземный";"Митино";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00";"1";"2";"3";"nested data";"действует";
"1773799";"12";"Митино, вход-выход 6 в северный вестибюль";"да";"Северо-Западный административный округ";"район Митино";"37.361271";"55.846763";"подземный";"Митино";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00";"1";"3";"4";"nested data";"действует";
"1773800";"7";"Митино, вход-выход 1 в северный вестибюль";"да";"Северо-Западный административный округ";"район Митино";"37.360512";"55.845982";"подземный";"Митино";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00";"1";"3";"4";"nested data";"действует";
"1773801";"39";"Молодёжная, вход-выход 1 в западный вестибюль";"да";"Западный административный округ";"район Кунцево";"37.415869";"55.741246";"подземный";"Молодёжная";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00";"5";"";"5";"nested data";"действует";
"1773802";"41";"Молодёжная, вход-выход 2 в восточный вестибюль";"да";"Западный административный округ";"район Кунцево";"37.417866";"55.740201";"подземный";"Молодёжная";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00";"3";"";"3";"nested data";"действует";
"1773803";"21";"Мякинино, вход-выход 3 в южный вестибюль";"нет";"";"";"37.385197";"55.823540";"наземный отдельностоящий";"Мякинино";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:10:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:10:00";"2";"";"2";"nested data";"действует";
"1773804";"556";"Нагатинская, вход-выход 4 в южный вестибюль";"да";"Южный административный округ";"Нагорный район";"37.6209364";"55.6822357";"подземный";"Нагатинская";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:00, по 2 пути в 06:00:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:41:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:00, по 2 пути в 06:00:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:41:00";"1";"5";"6";"nested data";"действует";
"1773805";"554";"Нагатинская, вход-выход 2 в южный вестибюль";"да";"Южный административный округ";"Нагорный район";"37.621332";"55.682143";"подземный";"Нагатинская";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:00, по 2 пути в 06:00:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:41:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:00, по 2 пути в 06:00:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:41:00";"1";"5";"6";"nested data";"действует";
"1773806";"665";"Охотный ряд, вход-выход 3 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.614745";"55.757306";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";
"1773807";"664";"Охотный ряд, вход-выход 4 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.615083";"55.757195";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";
"1773808";"659";"Охотный ряд, вход-выход 6 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.615929";"55.756667";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";
"1773809";"658";"Охотный ряд, вход-выход 7 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.617727";"55.756080";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";
"1773810";"660";"Охотный ряд, вход-выход 5 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.615630";"55.756804";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";
"1773811";"422";"Павелецкая, вход 1 в вестибюль";"да";"Центральный административный округ";"район Замоскворечье";"37.6362414";"55.7313438";"наземный, встроенный в здание";"Павелецкая";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:23:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:45:05, по 2 пути в 01:30:00";"";"6";"6";"nested data";"действует";
